id,userId,movieId,rating
0,1,1371,2.8323395242416356
1,1,1405,1.9982712504342803
2,1,2105,3.4381049142852462
3,1,2193,2.4663384175274032
4,1,2294,2.4261949352510666
5,2,62,2.755403803826401
6,2,110,3.1751278166534074
7,2,144,2.959905503180751
8,2,150,3.7629690959853663
9,2,153,3.8303715959797686
10,2,161,2.6755752382786175
11,2,165,2.894090256374097
12,2,168,3.078662729126972
13,2,185,3.086182388619258
14,2,186,3.2146914412246077
15,2,222,3.746440043060819
16,2,223,1.4735630194058733
17,2,235,2.634646858869445
18,2,248,3.057483096474143
19,2,253,3.484742851641475
20,2,261,3.304509596271357
21,2,266,3.9976142464698365
22,2,272,2.58043708481756
23,2,273,3.634917578597178
24,2,292,2.9699589521867367
25,2,296,2.999793188779422
26,2,300,2.72138249735246
27,2,314,3.1773823614359578
28,2,319,1.467710143752565
29,2,339,2.895819889103573
30,2,350,3.522757842908031
31,2,364,2.705878501973621
32,2,377,2.824742466544719
33,2,405,2.9680369692885336
34,2,454,3.441485423212582
35,2,468,3.5371574608120286
36,2,480,3.3098553146514558
37,2,497,2.58983344565322
38,2,500,3.444533796959623
39,2,508,3.3310533515731873
40,2,509,3.285164147492057
41,2,527,2.9732357754885914
42,2,539,2.90292018869741
43,2,550,2.990460103100904
44,2,551,3.905323962645615
45,2,552,3.065289303937614
46,2,585,4.2305297193724805
47,2,586,3.0808479293213114
48,2,587,2.9607659757847493
49,2,588,2.76399390114208
50,2,590,3.8670872863737706
51,2,592,4.047419949976717
52,2,593,2.5025461989430102
53,2,616,2.8824629688209162
54,2,661,3.3516478326500287
55,3,110,3.1751278166534074
56,3,247,3.0589959273779166
57,3,267,3.296006102302434
58,3,296,3.2816840138492203
59,3,318,3.4333607709612277
60,3,377,2.54285164147492
61,3,527,2.4094541253489936
62,3,588,2.76399390114208
63,3,592,2.919856649697522
64,3,593,2.5025461989430102
65,3,595,2.157600847212862
66,3,778,3.0646527762681015
